Symbol,Last_chck_time,Price,ex_date,Rate,tmp,publish_Date,Amount,Industry
FUL,2.02401E+13,$78.02 ,2/6/2024,1.06%,,1/24/2024,0.82,Home Furnishings
FE,2.02401E+13,$36.78 ,2/6/2024,4.46%,,12/20/2023,1.64,Electric Utilities: Central
SLB,2.02401E+13,$53.20 ,2/6/2024,2.03%,,1/18/2024,1.1,Oilfield Services/Equipment
MDC,2.02401E+13,$62.66 ,2/6/2024,3.51%,,1/17/2024,2.2,Homebuilding
NS,2.02401E+13,$21.93 ,2/6/2024,7.27%,,1/25/2024,1.6,Natural Gas Distribution
DHF,2.02401E+13,$2.34 ,2/6/2024,7.76%,,1/24/2024,0.18,Finance Companies
SUN,2.02401E+13,$59.86 ,2/6/2024,5.74%,,1/25/2024,3.368,Integrated oil Companies
ET,2.02401E+13,$14.53 ,2/6/2024,8.59%,,1/25/2024,1.26,Natural Gas Distribution
RA,2.02401E+13,$13.08 ,2/6/2024,10.86%,,12/29/2023,1.416,Investment Managers
WTTR,2.02401E+13,$7.62 ,2/6/2024,3.12%,,1/29/2024,0.24,Oilfield Services/Equipment
LEVI,2.02401E+13,$16.58 ,2/6/2024,2.85%,,1/25/2024,0.48,Apparel
HARL,2.02401E+13,$22.00 ,2/6/2024,N/A,,1/24/2024,1.24,N/A
INCZY,2.02401E+13,$1.86 ,2/6/2024,3.07%,,N/A,0.1181,N/A
BMRC,2.02401E+13,$20.31 ,2/7/2024,4.92%,,1/25/2024,1,Major Banks
DCOMP,2.02401E+13,$18.45 ,2/7/2024,7.45%,,1/25/2024,1.375,Major Banks
FSBW,2.02401E+13,$37.10 ,2/7/2024,2.70%,,1/24/2024,1,Banks
HTBK,2.02401E+13,$9.20 ,2/7/2024,5.65%,,1/25/2024,0.52,Major Banks
HFWA,2.02401E+13,$20.70 ,2/7/2024,4.25%,,1/24/2024,0.88,Banks
MGYR,2.02401E+13,$11.40 ,2/7/2024,1.40%,,1/25/2024,0.16,Savings Institutions
MAIN,2.02401E+13,$45.54 ,2/7/2024,6.26%,,11/1/2023,2.82,Finance/Investors Services
OPBK,2.02401E+13,$11.27 ,2/7/2024,4.26%,,1/25/2024,0.48,Major Banks
PGC,2.02401E+13,$30.22 ,2/7/2024,0.66%,,12/19/2023,0.2,Commercial Banks
STBA,2.02401E+13,$36.01 ,2/7/2024,3.67%,,1/24/2024,1.32,Major Banks
WTFC,2.02401E+13,$100.17 ,2/7/2024,1.60%,,1/25/2024,1.6,Major Banks
ADM,2.02401E+13,$54.94 ,2/7/2024,3.21%,,1/25/2024,2,Packaged Foods
MATX,2.02401E+13,$113.92 ,2/7/2024,1.11%,,1/25/2024,1.28,Marine Transportation
STZ,2.02401E+13,$250.80 ,2/7/2024,1.43%,,1/4/2024,3.56,Beverages (Production/Distribution)
KBH,2.02401E+13,$60.65 ,2/7/2024,1.32%,,1/18/2024,0.8,Homebuilding
FHI,2.02401E+13,$35.61 ,2/7/2024,3.08%,,1/25/2024,1.12,Investment Managers
GLP,2.02401E+13,$46.18 ,2/7/2024,5.98%,,1/24/2024,2.8,Oil Refining/Marketing
MAIN,2.02401E+13,$45.54 ,2/7/2024,6.26%,,11/1/2023,2.88,Finance/Investors Services
AWK,2.02401E+13,$125.75 ,2/7/2024,2.27%,,12/6/2023,2.83,Water Supply
RMD,2.02401E+13,$191.23 ,2/7/2024,1%,,1/24/2024,1.92,Medical/Dental Instruments
DCF,2.02401E+13,$8.38 ,2/7/2024,4.99%,,1/25/2024,0.42,Finance/Investors Services
HMLPF,2.02401E+13,$14.00 ,2/7/2024,15.62%,,1/11/2024,2.1875,N/A
GMLPF,2.02401E+13,$12.90 ,2/7/2024,16.70%,,1/24/2024,2.1875,N/A
GCHOY,2.02401E+13,$11.69 ,2/7/2024,2.21%,,N/A,0.2595,N/A
NIDB,2.02401E+13,$18.25 ,2/7/2024,N/A,,1/25/2024,0.68,N/A
SCZC,2.02401E+13,$29.96 ,2/7/2024,2.13%,,1/18/2024,0.68,N/A
OFED,2.02401E+13,$13.94 ,2/7/2024,2.90%,,1/25/2024,0.4,N/A
AEP,2.02401E+13,$78.38 ,2/8/2024,4.49%,,1/19/2024,3.52,Electric Utilities: Central
BFIN,2.02401E+13,$11.10 ,2/8/2024,3.60%,,1/25/2024,0.4,Savings Institutions
BRKL,2.02401E+13,$11.48 ,2/8/2024,4.70%,,1/24/2024,0.54,Savings Institutions
CZWI,2.02401E+13,$12.31 ,2/8/2024,2.36%,,1/25/2024,0.29,Savings Institutions
CMCO,2.02401E+13,$38.66 ,2/8/2024,0.72%,,1/22/2024,0.28,Construction/Ag Equipment/Trucks
CWBC,2.02401E+13,$15.81 ,2/8/2024,2.02%,,1/25/2024,0.32,Major Banks
DALN,2.02401E+13,$4.42 ,2/8/2024,14.48%,,12/7/2023,0.64,Newspapers/Magazines
EBMT,2.02401E+13,$14.90 ,2/8/2024,3.76%,,1/18/2024,0.56,Major Banks
EBTC,2.02401E+13,$29.85 ,2/8/2024,3.08%,,1/16/2024,0.92,Major Banks
FATBP,2.02401E+13,$15.09 ,2/8/2024,13.67%,,1/9/2024,2.0625,Restaurants
FRBA,2.02401E+13,$14.55 ,2/8/2024,1.65%,,1/30/2024,0.24,Major Banks
FCBC,2.02401E+13,$36.41 ,2/8/2024,3.19%,,1/23/2024,1.16,Major Banks
FNWB,2.02401E+13,$15.06 ,2/8/2024,1.86%,,1/23/2024,0.28,Banks
JBHT,2.02401E+13,$205.88 ,2/8/2024,0.82%,,1/18/2024,1.68,Trucking Freight/Courier Services
MPB,2.02401E+13,$23.00 ,2/8/2024,3.48%,,1/24/2024,0.8,Major Banks
NXST,2.02401E+13,$179.96 ,2/8/2024,3%,,1/25/2024,5.4,Broadcasting
PPBI,2.02401E+13,$28.06 ,2/8/2024,4.70%,,1/27/2024,1.32,Major Banks
PKOH,2.02401E+13,$25.80 ,2/8/2024,1.94%,,1/26/2024,0.5,Office Equipment/Supplies/Services
PCB,2.02401E+13,$17.58 ,2/8/2024,4.10%,,1/25/2024,0.72,Major Banks
PFC,2.02401E+13,$22.18 ,2/8/2024,5.59%,,1/23/2024,1.24,Major Banks
FRST,2.02401E+13,$13.35 ,2/8/2024,3%,,1/25/2024,0.4,Major Banks
RELL,2.02401E+13,$10.13 ,2/8/2024,2.37%,,1/9/2024,0.24,Electronic Components
SBFG,2.02401E+13,$15.68 ,2/8/2024,3.44%,,1/17/2024,0.54,Major Banks
SIRI,2.02401E+13,$5.28 ,2/8/2024,2.02%,,1/24/2024,0.1064,Broadcasting
SBUX,2.02401E+13,$93.80 ,2/8/2024,2.43%,,11/13/2023,2.28,Restaurants
TBNK,2.02401E+13,$11.48 ,2/8/2024,1.74%,,1/26/2024,0.2,Savings Institutions
TSBK,2.02401E+13,$29.10 ,2/8/2024,3.16%,,1/22/2024,0.92,Banks
VBTX,2.02401E+13,$22.34 ,2/8/2024,3.58%,,1/23/2024,0.8,Major Banks
WSFS,2.02401E+13,$47.22 ,2/8/2024,1.27%,,1/18/2024,0.6,Major Banks
TMP,2.02401E+13,$54.63 ,2/8/2024,4.47%,,1/26/2024,2.4,Major Banks
PH,2.02401E+13,$476.50 ,2/8/2024,1.24%,,1/25/2024,5.92,Metal Fabrications
RBA,2.02401E+13,$62.79 ,2/8/2024,1.69%,,1/19/2024,1.08,Business Services
TFC,2.02401E+13,$38.09 ,2/8/2024,5.45%,,1/23/2024,2.08,Major Banks
WTRG,2.02401E+13,$36.80 ,2/8/2024,3.39%,,12/12/2023,1.2284,Water Supply
SSB,2.02401E+13,$87.13 ,2/8/2024,2.40%,,1/24/2024,2.08,Major Banks
AOS,2.02401E+13,$81.65 ,1/30/2024,1.61%,,1/16/2024,1.28,Consumer Electronics/Appliances
AGNC,2.02401E+13,$9.80 ,1/30/2024,14.52%,,1/10/2024,1.44,Real Estate Investment Trusts
ADC,2.02401E+13,$60.50 ,1/30/2024,4.95%,,1/11/2024,2.964,Real Estate Investment Trusts
LNT,2.02401E+13,$48.71 ,1/30/2024,3.90%,,1/12/2024,1.92,Power Generation
APLE,2.02401E+13,$16.70 ,1/30/2024,5.83%,,1/19/2024,0.96,Real Estate Investment Trusts
ARC,2.02401E+13,$3.14 ,1/30/2024,6.58%,,12/6/2023,0.2,Professional Services
AULT^D,2.02401E+13,$22.52 ,1/30/2024,14.43%,,1/18/2024,3.25,N/A
BAC^E,2.02401E+13,$23.03 ,1/30/2024,6.73%,,1/18/2024,1.5311,N/A
CALM,2.02401E+13,$54.93 ,1/30/2024,5.49%,,11/27/2007,3.02,Farming/Seeds/Milling
CFG,2.02401E+13,$34.26 ,1/30/2024,4.90%,,1/17/2024,1.68,Major Banks
CRT,2.02401E+13,$18.32 ,1/30/2024,7.72%,,1/19/2024,1.3839,Oil & Gas Production
CCLP,2.02401E+13,$1.92 ,1/30/2024,2.08%,,1/18/2024,0.04,Oilfield Services/Equipment
DNP,2.02401E+13,$9.05 ,1/30/2024,8.76%,,12/14/2023,0.78,Investment Managers
EFC,2.02401E+13,$12.94 ,1/30/2024,14.34%,,1/8/2024,1.8,Real Estate
EARN,2.02401E+13,$6.24 ,1/30/2024,15.92%,,1/8/2024,0.96,Real Estate Investment Trusts
ENTG,2.02401E+13,$122.89 ,1/30/2024,0.33%,,1/17/2024,0.4,Plastic Products
EPD,2.02401E+13,$27.47 ,1/30/2024,7.62%,,1/8/2024,2.06,Natural Gas Distribution
EPR,2.02401E+13,$45.78 ,1/30/2024,7.34%,,1/16/2024,3.3,Real Estate Investment Trusts
EQC^D,2.02401E+13,$25.52 ,1/30/2024,6.44%,,1/16/2024,1.625,N/A
FNB^E,2.02401E+13,$25.40 ,1/30/2024,7.27%,,1/12/2024,1.813,N/A
FRMEP,2.02401E+13,$25.96 ,1/30/2024,7.09%,,1/18/2024,1.8752,Major Banks
GEL,2.02401E+13,$12.03 ,1/30/2024,5.03%,,1/10/2024,0.6,Oil Refining/Marketing
AVAL,2.02401E+13,$2.59 ,1/30/2024,8.40%,,9/19/2023,0.2208,Commercial Banks
JPM^D,2.02401E+13,$25.18 ,1/30/2024,5.77%,,1/12/2024,1.4375,N/A
JPM^M,2.02401E+13,$19.92 ,1/30/2024,5.34%,,1/12/2024,1.05,N/A
JPM^K,2.02401E+13,$21.30 ,1/30/2024,5.40%,,1/12/2024,1.1375,N/A
JPM^L,2.02401E+13,$21.56 ,1/30/2024,5.42%,,1/12/2024,1.1563,N/A
JPM^C,2.02401E+13,$25.46 ,1/30/2024,5.95%,,1/12/2024,1.5,N/A
JPM^J,2.02401E+13,$22.54 ,1/30/2024,5.31%,,1/12/2024,1.1875,N/A
KMI,2.02401E+13,$17.37 ,1/30/2024,6.57%,,1/17/2024,1.13,Natural Gas Distribution
LXP^C,2.02401E+13,$47.37 ,1/30/2024,6.98%,,10/31/2023,3.25,N/A
MTR,2.02401E+13,$11.10 ,1/30/2024,2.77%,,1/18/2024,0.3022,Oil & Gas Production
MCBS,2.02401E+13,$25.23 ,1/30/2024,3.15%,,1/17/2024,0.8,Major Banks
MDV,2.02401E+13,$15.08 ,1/30/2024,7.62%,,12/14/2023,1.15,Transportation Services
MS,2.02401E+13,$87.62 ,1/30/2024,3.88%,,1/16/2024,3.4,Investment Bankers/Brokers/Service
NBH,2.02401E+13,$10.27 ,1/30/2024,4.45%,,1/16/2024,0.4529,Finance/Investors Services
NYCB^U,2.02401E+13,$42.56 ,1/30/2024,7.09%,,1/30/2024,3,N/A
NNN,2.02401E+13,$41.49 ,1/30/2024,5.57%,,1/16/2024,2.26,Real Estate Investment Trusts
NTIC,2.02401E+13,$13.46 ,1/30/2024,2.07%,,1/17/2024,0.28,Industrial Specialties
NWN,2.02401E+13,$38.98 ,1/30/2024,5.17%,,1/11/2024,1.95,Oil/Gas Transmission
OCFCP,2.02401E+13,$24.40 ,1/30/2024,7.05%,,1/17/2024,1.75,Major Banks
ORC,2.02401E+13,$8.71 ,1/30/2024,17.65%,,1/10/2024,1.44,Real Estate Investment Trusts
PCG^I,2.02401E+13,$16.05 ,1/30/2024,6.59%,,12/13/2023,1.09,N/A
PCG^H,2.02401E+13,$16.65 ,1/30/2024,6.82%,,12/13/2023,1.125,N/A
PCG^G,2.02401E+13,$17.30 ,1/30/2024,7.02%,,12/13/2023,1.2,N/A
PCG^B,2.02401E+13,$20.38 ,1/30/2024,6.79%,,12/13/2023,1.375,N/A
PCG^D,2.02401E+13,$18.50 ,1/30/2024,6.76%,,12/13/2023,1.25,N/A
PCG^E,2.02401E+13,$18.70 ,1/30/2024,6.59%,,12/13/2023,1.25,N/A
PCG^C,2.02401E+13,$18.40 ,1/30/2024,6.61%,,12/13/2023,1.25,N/A
PCG^A,2.02401E+13,$23.64 ,1/30/2024,6.38%,,12/13/2023,1.5,N/A
PBT,2.02401E+13,$14.50 ,1/30/2024,2.54%,,1/19/2024,0.3724,Oil & Gas Production
PRT,2.02401E+13,$4.74 ,1/30/2024,8.80%,,1/19/2024,0.4147,Oil & Gas Production
PAA,2.02401E+13,$15.88 ,1/30/2024,7.84%,,1/8/2024,1.27,Natural Gas Distribution
PAGP,2.02401E+13,$16.59 ,1/30/2024,7.51%,,1/8/2024,1.27,Oil & Gas Production
SQFTP,2.02401E+13,$15.72 ,1/30/2024,14.73%,,12/18/2023,2.34372,Real Estate Investment Trusts
RBB,2.02401E+13,$18.82 ,1/30/2024,3.37%,,1/18/2024,0.64,Major Banks
SJT,2.02401E+13,$4.93 ,1/30/2024,3.94%,,1/19/2024,0.1952,Oil & Gas Production
SCHL,2.02401E+13,$39.44 ,1/30/2024,2.02%,,12/13/2023,0.8,Books
BSRR,2.02401E+13,$21.61 ,1/30/2024,4.21%,,1/18/2024,0.92,Major Banks
SLG,2.02401E+13,$47.93 ,1/30/2024,6.38%,,1/18/2024,3,Real Estate Investment Trusts
STAG,2.02401E+13,$38.17 ,1/30/2024,3.95%,,1/10/2024,1.48,Real Estate Investment Trusts
SCM,2.02401E+13,$13.44 ,1/30/2024,12.12%,,1/15/2024,1.5996,Finance/Investors Services
GJT,2.02401E+13,$22.15 ,1/30/2024,7.02%,,1/30/2024,1.5552,Investment Bankers/Brokers/Service
SKT,2.02401E+13,$27.90 ,1/30/2024,3.78%,,1/17/2024,1.04,Real Estate Investment Trusts
TRGP,2.02401E+13,$86.48 ,1/30/2024,2.30%,,1/18/2024,2,Natural Gas Distribution
TVE,2.02401E+13,$22.22 ,1/30/2024,2.51%,,1/30/2024,0.554,Electric Utilities: Central
TXN,2.02401E+13,$164.74 ,1/30/2024,3.13%,,1/18/2024,5.2,Semiconductors
VRTS,2.02401E+13,$246.68 ,1/30/2024,3.13%,,12/7/2023,7.6,Investment Managers
WST,2.02401E+13,$370.50 ,1/30/2024,0.21%,,12/6/2023,0.8,Medical/Dental Instruments
ATLO,2.02401E+13,$21.66 ,1/31/2024,4.99%,,11/8/2023,1.08,Major Banks
OZKAP,2.02401E+13,$17.85 ,1/31/2024,6.48%,,1/2/2024,1.15624,Major Banks
CASY,2.02401E+13,$273.25 ,1/31/2024,0.63%,,12/7/2023,1.72,Retail-Auto Dealers and Gas Stations
CULL,2.02401E+13,$10.95 ,1/31/2024,N/A,,1/18/2024,0.12,Savings Institutions
DGICA,2.02401E+13,$15.16 ,1/31/2024,4.49%,,12/21/2023,0.68,Property-Casualty Insurers
DGICB,2.02401E+13,$15.80 ,1/31/2024,3.86%,,12/21/2023,0.61,Property-Casualty Insurers
FAST,2.02401E+13,$68.60 ,1/31/2024,2.04%,,1/17/2024,1.4,RETAIL: Building Materials
FELE,2.02401E+13,$96.81 ,1/31/2024,0.93%,,1/22/2024,0.9,Metal Fabrications
FRAF,2.02401E+13,$33.30 ,1/31/2024,3.84%,,1/18/2024,1.28,Major Banks
HAS,2.02401E+13,$51.41 ,1/31/2024,5.45%,,12/14/2023,2.8,Recreational Games/Products/Toys
IBTX,2.02401E+13,$52.32 ,1/31/2024,2.91%,,1/18/2024,1.52,Major Banks
LCUT,2.02401E+13,$7.70 ,1/31/2024,2.21%,,11/7/2023,0.17,Industrial Machinery/Components
PLBC,2.02401E+13,$39.25 ,1/31/2024,2.55%,,1/17/2024,1,Finance Companies
CGABL,2.02401E+13,$20.14 ,1/31/2024,5.74%,,1/30/2024,1.15625,Investment Managers
GHC,2.02401E+13,$737.77 ,1/31/2024,0.89%,,1/18/2024,6.88,Other Consumer Services
VLO,2.02401E+13,$138.38 ,1/31/2024,2.88%,,1/18/2024,4.28,Integrated oil Companies
AON,2.02401E+13,$298.39 ,1/31/2024,0.82%,,1/10/2024,2.46,Specialty Insurers
AES,2.02401E+13,$17.28 ,1/31/2024,3.91%,,12/8/2023,0.69,Electric Utilities: Central
PNW,2.02401E+13,$70.26 ,1/31/2024,5%,,12/13/2023,3.52,Electric Utilities: Central
ATR,2.02401E+13,$132.25 ,1/31/2024,1.24%,,1/18/2024,1.64,Plastic Products
NRG,2.02401E+13,$54.45 ,1/31/2024,2.79%,,1/19/2024,1.63,Electric Utilities: Central
O,2.02401E+13,$54.92 ,1/31/2024,5.58%,,1/9/2024,3.078,Real Estate Investment Trusts
PRS,2.02401E+13,$25.18 ,1/31/2024,5.57%,,N/A,1.4062,Life Insurance
WES,2.02401E+13,$29.77 ,1/31/2024,7.69%,,1/22/2024,2.3,Natural Gas Distribution
ALLY,2.02401E+13,$37.74 ,1/31/2024,3.19%,,1/16/2024,1.2,Major Banks
NRUC,2.02401E+13,$25.11 ,1/31/2024,5.46%,,N/A,1.375,Diversified Financial Services
KCLI,2.02401E+13,$36.15 ,1/31/2024,1.51%,,1/22/2024,0.56,N/A
FCELB,2.02401E+13,$400.01 ,1/31/2024,12.56%,,1/26/2024,50,N/A
OAKV,2.02401E+13,$10.00 ,1/31/2024,N/A,,1/18/2024,0.2,N/A
BACXL,2.02401E+13,$24.92 ,1/31/2024,4.77%,,1/18/2024,1.1875,N/A
AMSWA,2.02401E+13,$11.62 ,2/1/2024,3.79%,,11/20/2023,0.44,Computer Software: Prepackaged Software
CFFN,2.02401E+13,$6.56 ,2/1/2024,5.18%,,1/23/2024,0.34,Savings Institutions
CVCY,2.02401E+13,$20.18 ,2/1/2024,2.38%,,1/17/2024,0.48,Major Banks
COST,2.02401E+13,$694.01 ,2/1/2024,0.59%,,1/18/2024,4.08,Department/Specialty Retail Stores
EWBC,2.02401E+13,$76.04 ,2/1/2024,2.52%,,1/23/2024,1.92,Major Banks
MNSB,2.02401E+13,$20.17 ,2/1/2024,1.98%,,1/23/2024,0.4,Major Banks
MDRR,2.02401E+13,$5.15 ,2/1/2024,N/A,,1/23/2024,0,Real Estate Investment Trusts
MDRRP,2.02401E+13,$24.78 ,2/1/2024,16.14%,,1/23/2024,4,Real Estate Investment Trusts
NWBI,2.02401E+13,$12.98 ,2/1/2024,6.16%,,1/18/2024,0.8,Major Banks
PNFP,2.02401E+13,$91.48 ,2/1/2024,0.96%,,1/16/2024,0.88,Major Banks
SSBK,2.02401E+13,$27.54 ,2/1/2024,1.31%,,1/17/2024,0.36,Commercial Banks
DIT,2.02401E+13,$199.95 ,2/1/2024,0.38%,,1/23/2024,0.72,Food Distributors
NSC,2.02401E+13,$238.41 ,2/1/2024,2.28%,,1/24/2024,5.4,Railroads
BRO,2.02401E+13,$77.08 ,2/1/2024,0.66%,,1/17/2024,0.52,Specialty Insurers
WFC,2.02401E+13,$50.35 ,2/1/2024,2.73%,,1/23/2024,1.4,Major Banks
FIF,2.02401E+13,$16.26 ,2/1/2024,7.35%,,1/22/2024,1.2,Finance/Investors Services
PNM,2.02401E+13,$37.20 ,2/1/2024,4.02%,,12/5/2023,1.55,Electric Utilities: Central
AWF,2.02401E+13,$10.44 ,2/1/2024,7.51%,,1/23/2024,0.786,"Trusts, Except Educational, Religious, and Charitable"
SMBK,2.02401E+13,$24.78 ,2/1/2024,1.32%,,1/22/2024,0.32,Major Banks
AFB,2.02401E+13,$10.70 ,2/1/2024,3.66%,,1/23/2024,0.3919,"Trusts, Except Educational, Religious, and Charitable"
FCT,2.02401E+13,$9.96 ,2/1/2024,11.65%,,1/22/2024,1.164,Finance Companies
FAM,2.02401E+13,$6.32 ,2/1/2024,11.39%,,1/22/2024,0.72,Finance/Investors Services
IGD,2.02401E+13,$5.14 ,2/1/2024,9.39%,,1/16/2024,0.48,"Trusts, Except Educational, Religious, and Charitable"
FMY,2.02401E+13,$11.92 ,2/1/2024,8.31%,,1/22/2024,0.99,Finance/Investors Services
ITUB,2.02401E+13,$6.58 ,2/1/2024,0.66%,,1/5/2024,0.0435,Major Banks
WSR,2.02401E+13,$12.75 ,2/1/2024,3.69%,,12/5/2023,0.48,Real Estate Investment Trusts
FSD,2.02401E+13,$11.99 ,2/1/2024,10.62%,,1/22/2024,1.26,Investment Managers
CAPL,2.02401E+13,$24.03 ,2/1/2024,8.82%,,1/22/2024,2.1,Oil Refining/Marketing
FEI,2.02401E+13,$8.70 ,2/1/2024,6.95%,,1/22/2024,0.6,Finance/Investors Services
FPF,2.02401E+13,$17.24 ,2/1/2024,9.52%,,1/22/2024,1.65,"Trusts, Except Educational, Religious, and Charitable"
FPL,2.02401E+13,$6.94 ,2/1/2024,6.51%,,1/22/2024,0.45,"Trusts, Except Educational, Religious, and Charitable"
WLKP,2.02401E+13,$23.64 ,2/1/2024,8.05%,,1/22/2024,1.8856,Major Chemicals
LW,2.02401E+13,$104.93 ,2/1/2024,1.08%,,12/14/2023,1.44,Packaged Foods
FTHY,2.02401E+13,$13.93 ,2/1/2024,11.17%,,1/22/2024,1.56,Investment Managers
CDRE,2.02401E+13,$33.63 ,2/1/2024,0.93%,,1/23/2024,0.35,Industrial Specialties
HCBC,2.02401E+13,$35.25 ,2/1/2024,2.84%,,1/18/2024,1,N/A
FFDF,2.02401E+13,$29.40 ,2/1/2024,3.85%,,1/19/2024,1.14,N/A
PTBS,2.02401E+13,$14.70 ,2/1/2024,2.67%,,1/19/2024,0.4,N/A
JDVB,2.02401E+13,$25.00 ,2/1/2024,4.32%,,1/23/2024,1.16,N/A
CMHF,2.02401E+13,$17.75 ,2/1/2024,1.35%,,1/22/2024,0.24,N/A
NDWTY,2.02401E+13,$55.21 ,2/1/2024,N/A,,N/A,0.9538,N/A
NWKHY,2.02401E+13,$7.11 ,2/1/2024,3.23%,,N/A,0.2205,N/A
FEEXY,2.02401E+13,$4.50 ,2/1/2024,N/A,,N/A,0.0594,N/A
TRBK,2.02401E+13,$18.40 ,2/1/2024,N/A,,1/18/2024,0.4,N/A
WOBK,2.02401E+13,$51.00 ,2/1/2024,0.47%,,1/24/2024,0.24,N/A
RIVOP,2.02401E+13,$23.90 ,2/1/2024,6.28%,,1/19/2024,1.5,N/A
SRCE,2.02401E+13,$54.30 ,2/2/2024,2.50%,,1/18/2024,1.36,Major Banks
ASRV,2.02401E+13,$3.20 ,2/2/2024,3.75%,,1/18/2024,0.12,Major Banks
BCBP,2.02401E+13,$13.62 ,2/2/2024,4.70%,,1/18/2024,0.64,Savings Institutions
CBNK,2.02401E+13,$22.96 ,2/2/2024,1.39%,,1/31/2024,0.32,Major Banks
CNXC,2.02401E+13,$92.20 ,2/2/2024,1.31%,,1/24/2024,1.21,Computer Software: Prepackaged Software
FSBC,2.02401E+13,$25.50 ,2/2/2024,3.14%,,1/18/2024,0.8,Banks
HAFC,2.02401E+13,$17.29 ,2/2/2024,5.78%,,1/31/2024,1,Major Banks
HBCP,2.02401E+13,$42.93 ,2/2/2024,2.33%,,1/22/2024,1,Banks
IBCP,2.02401E+13,$26.29 ,2/2/2024,3.50%,,1/23/2024,0.92,Major Banks
LBAI,2.02401E+13,$14.53 ,2/2/2024,3.99%,,1/23/2024,0.58,Major Banks
LYTS,2.02401E+13,$13.94 ,2/2/2024,1.43%,,1/24/2024,0.2,Building Products
MATW,2.02401E+13,$34.44 ,2/2/2024,2.79%,,1/24/2024,0.96,Metal Fabrications
OCFC,2.02401E+13,$18.33 ,2/2/2024,4.36%,,1/17/2024,0.8,Major Banks
ONBPP,2.02401E+13,$25.32 ,2/2/2024,6.91%,,11/15/2023,1.75,Major Banks
ONBPO,2.02401E+13,$25.50 ,2/2/2024,6.86%,,11/15/2023,1.75,Major Banks
PEBO,2.02401E+13,$30.67 ,2/2/2024,5.09%,,1/22/2024,1.56,Major Banks
PEBK,2.02401E+13,$29.67 ,2/2/2024,2.56%,,1/18/2024,0.76,Major Banks
RDUS,2.02401E+13,$27.08 ,2/2/2024,2.77%,,1/2/2024,0.75,Industrial Specialties
TECTP,2.02401E+13,$10.24 ,2/2/2024,8.79%,,1/26/2024,0.9,Commercial Banks
WSBCP,2.02401E+13,$24.66 ,2/2/2024,6.84%,,1/25/2024,1.6875,Major Banks
WABC,2.02401E+13,$49.18 ,2/2/2024,3.58%,,1/25/2024,1.76,Major Banks
AYI,2.02401E+13,$241.00 ,2/2/2024,0.21%,,1/25/2024,0.6,Building Products
OHI,2.02401E+13,$29.30 ,2/2/2024,9.14%,,1/26/2024,2.68,Real Estate Investment Trusts
AIZ,2.02401E+13,$169.33 ,2/2/2024,1.69%,,1/18/2024,2.88,Property-Casualty Insurers
NI,2.02401E+13,$26.09 ,2/2/2024,3.83%,,1/25/2024,1.06,Power Generation
WBS,2.02401E+13,$52.56 ,2/2/2024,3.06%,,1/24/2024,1.6,Major Banks
BBD,2.02401E+13,$3.12 ,2/2/2024,5.93%,,1/18/2024,0.0463,Major Banks
BCO,2.02401E+13,$82.63 ,2/2/2024,1.07%,,1/18/2024,0.88,Oil Refining/Marketing
IDA,2.02401E+13,$94.44 ,2/2/2024,3.55%,,1/18/2024,3.32,Electric Utilities: Central
CSV,2.02401E+13,$25.38 ,2/2/2024,1.78%,,1/18/2024,0.45,Other Consumer Services
SJW,2.02401E+13,$60.87 ,2/2/2024,2.53%,,1/25/2024,1.6,Water Supply
DKL,2.02401E+13,$46.99 ,2/2/2024,8.77%,,1/24/2024,4.22,Natural Gas Distribution
BX,2.02401E+13,$127.83 ,2/2/2024,2.52%,,1/25/2024,3.76,Investment Managers
C,2.02401E+13,$54.11 ,2/2/2024,3.71%,,1/11/2024,2.12,Major Banks
BBDO,2.02401E+13,$2.80 ,2/2/2024,6.10%,,1/18/2024,0.0421,Major Banks
MPLX,2.02401E+13,$38.05 ,2/2/2024,8.83%,,1/24/2024,3.4,Natural Gas Distribution
LPG,2.02401E+13,$38.71 ,2/2/2024,20.87%,,1/24/2024,0,Marine Transportation
SYF,2.02401E+13,$39.22 ,2/2/2024,2.52%,,1/24/2024,1,Finance: Consumer Services
FFWM,2.02401E+13,$10.64 ,2/2/2024,0.39%,,1/25/2024,0.04,Major Banks
SD,2.02401E+13,$14.56 ,2/2/2024,2.73%,,1/16/2024,0.4,Oil & Gas Production
NWYF,2.02401E+13,$20.65 ,2/2/2024,3.39%,,1/25/2024,0.7,N/A
EFSI,2.02401E+13,$29.80 ,2/2/2024,4.03%,,1/24/2024,1.2,N/A
FETM,2.02401E+13,$26.50 ,2/2/2024,1.51%,,1/26/2024,0.44,N/A
GAILF,2.02401E+13,$10.86 ,2/2/2024,4.43%,,N/A,0.6674,N/A
MDVT,2.02401E+13,$27.10 ,2/2/2024,3.69%,,1/25/2024,1,N/A
TLSNY,2.02401E+13,$5.06 ,2/2/2024,3.58%,,N/A,0.195,N/A
IGGHY,2.02401E+13,$9.37 ,2/2/2024,8.39%,,N/A,0.3044,N/A
MCBI,2.02401E+13,$18.60 ,2/2/2024,3.44%,,1/22/2024,0.32,N/A
CMRF,2.02401E+13,$0.04 ,2/2/2024,N/A,,11/9/2023,0.1476,N/A
AATC,2.02401E+13,$9.05 ,2/2/2024,5.68%,,1/24/2024,0.52,N/A
AMAL,2.02401E+13,$26.83 ,2/5/2024,1.49%,,1/23/2024,0.4,Commercial Banks
